"geracao","O","B","Y"
0,0.0976,0.8061,0.0963
1,0.5994,0.4004,2e-04
2,0.9245,0.0737,0.0018
3,0.9883,0.0067,0.005
4,0.9899,3e-04,0.0098
5,0.9838,0,0.0162
6,0.9758,0,0.0242
7,0.9662,0,0.0338
8,0.955,0,0.045
9,0.9422,0,0.0578
10,0.9278,0,0.0722
11,0.9118,0,0.0882
12,0.8942,0,0.1058
13,0.875,0,0.125
14,0.8542,0,0.1458
15,0.8318,0,0.1682
16,0.8078,0,0.1922
17,0.7822,0,0.2178
18,0.755,0,0.245
19,0.7262,0,0.2738
20,0.6958,0,0.3042
21,0.6638,0,0.3362
22,0.6302,0,0.3698
23,0.595,0,0.405
24,0.5654,0,0.4346
25,0.535,0,0.465
26,0.5038,0,0.4962
27,0.4718,0,0.5282
28,0.439,0,0.561
29,0.4146,0,0.5854
30,0.3902,0,0.6098
31,0.3658,0,0.6342
32,0.3414,0,0.6586
33,0.317,0,0.683
34,0.2926,0,0.7074
35,0.2682,0,0.7318
36,0.2438,0,0.7562
37,0.2194,0,0.7806
38,0.195,0,0.805
39,0.1706,0,0.8294
40,0.1462,0,0.8538
41,0.1218,0,0.8782
42,0.0974,0,0.9026
43,0.073,0,0.927
44,0.0486,0,0.9514
45,0.0242,0,0.9758
46,0.0162,0,0.9838
47,0.0098,0,0.9902
48,0.005,0,0.995
49,0.0018,0,0.9982
50,2e-04,0,0.9998
51,0,0,1
52,0,0,1
53,0,0,1
54,0,0,1
55,0,0,1
56,0,0,1
57,0,0,1
58,0,0,1
59,0,0,1
60,0,0,1
61,0,0,1
62,0,0,1
63,0,0,1
64,0,0,1
65,0,0,1
66,0,0,1
67,0,0,1
68,0,0,1
69,0,0,1
70,0,0,1
71,0,0,1
72,0,0,1
73,0,0,1
74,0,0,1
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,0,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,1
98,0,0,1
99,0,0,1
100,0,0,1
