"geracao","O","B","Y"
0,0.1017,0.8,0.0983
1,0.6115,0.3883,2e-04
2,0.9239,0.0746,0.0015
3,0.9841,0.0111,0.0048
4,0.9886,0.0018,0.0096
5,0.9836,4e-04,0.016
6,0.976,0,0.024
7,0.9664,0,0.0336
8,0.9552,0,0.0448
9,0.9424,0,0.0576
10,0.928,0,0.072
11,0.9135,0,0.0865
12,0.8996,0,0.1004
13,0.885,0,0.115
14,0.8696,0,0.1304
15,0.8534,0,0.1466
16,0.8364,0,0.1636
17,0.8186,0,0.1814
18,0.8,0,0.2
19,0.7806,0,0.2194
20,0.7604,0,0.2396
21,0.7394,0,0.2606
22,0.7176,0,0.2824
23,0.695,0,0.305
24,0.6716,0,0.3284
25,0.6474,0,0.3526
26,0.6224,0,0.3776
27,0.5966,0,0.4034
28,0.57,0,0.43
29,0.5426,0,0.4574
30,0.5144,0,0.4856
31,0.4854,0,0.5146
32,0.4556,0,0.5444
33,0.425,0,0.575
34,0.3936,0,0.6064
35,0.3614,0,0.6386
36,0.3284,0,0.6716
37,0.2946,0,0.7054
38,0.26,0,0.74
39,0.2246,0,0.7754
40,0.1884,0,0.8116
41,0.159,0,0.841
42,0.137,0,0.863
43,0.115,0,0.885
44,0.093,0,0.907
45,0.071,0,0.929
46,0.049,0,0.951
47,0.027,0,0.973
48,0.005,0,0.995
49,0.0018,0,0.9982
50,2e-04,0,0.9998
51,0,0,1
52,0,0,1
53,0,0,1
54,0,0,1
55,0,0,1
56,0,0,1
57,0,0,1
58,0,0,1
59,0,0,1
60,0,0,1
61,0,0,1
62,0,0,1
63,0,0,1
64,0,0,1
65,0,0,1
66,0,0,1
67,0,0,1
68,0,0,1
69,0,0,1
70,0,0,1
71,0,0,1
72,0,0,1
73,0,0,1
74,0,0,1
75,0,0,1
76,0,0,1
77,0,0,1
78,0,0,1
79,0,0,1
80,0,0,1
81,0,0,1
82,0,0,1
83,0,0,1
84,0,0,1
85,0,0,1
86,0,0,1
87,0,0,1
88,0,0,1
89,0,0,1
90,0,0,1
91,0,0,1
92,0,0,1
93,0,0,1
94,0,0,1
95,0,0,1
96,0,0,1
97,0,0,1
98,0,0,1
99,0,0,1
100,0,0,1
