"geracao","O","B","Y"
0,0.0101,0.4954,0.4945
1,0.0155,0.9827,0.0018
2,0.0543,0.9457,0
3,0.1122,0.8878,0
4,0.187,0.813,0
5,0.2758,0.7242,0
6,0.3741,0.6259,0
7,0.4725,0.5275,0
8,0.5648,0.4352,0
9,0.6456,0.3544,0
10,0.7196,0.2804,0
11,0.7851,0.2149,0
12,0.8404,0.1596,0
13,0.8769,0.1231,0
14,0.9074,0.0926,0
15,0.9334,0.0666,0
16,0.9559,0.0441,0
17,0.9706,0.0294,0
18,0.981,0.019,0
19,0.9868,0.0132,0
20,0.9918,0.0082,0
21,0.9955,0.0045,0
22,0.9979,0.0021,0
23,0.9995,5e-04,0
24,1,0,0
25,1,0,0
26,1,0,0
27,1,0,0
28,1,0,0
29,1,0,0
30,1,0,0
31,1,0,0
32,1,0,0
33,1,0,0
34,1,0,0
35,1,0,0
36,1,0,0
37,1,0,0
38,1,0,0
39,1,0,0
40,1,0,0
41,1,0,0
42,1,0,0
43,1,0,0
44,1,0,0
45,1,0,0
46,1,0,0
47,1,0,0
48,1,0,0
49,1,0,0
50,1,0,0
51,1,0,0
52,1,0,0
53,1,0,0
54,1,0,0
55,1,0,0
56,1,0,0
57,1,0,0
58,1,0,0
59,1,0,0
60,1,0,0
61,1,0,0
62,1,0,0
63,1,0,0
64,1,0,0
65,1,0,0
66,1,0,0
67,1,0,0
68,1,0,0
69,1,0,0
70,1,0,0
71,1,0,0
72,1,0,0
73,1,0,0
74,1,0,0
75,1,0,0
76,1,0,0
77,1,0,0
78,1,0,0
79,1,0,0
80,1,0,0
81,1,0,0
82,1,0,0
83,1,0,0
84,1,0,0
85,1,0,0
86,1,0,0
87,1,0,0
88,1,0,0
89,1,0,0
90,1,0,0
91,1,0,0
92,1,0,0
93,1,0,0
94,1,0,0
95,1,0,0
96,1,0,0
97,1,0,0
98,1,0,0
99,1,0,0
100,1,0,0
